run_id,environment_id,source_commit,classification,suite,layer,algorithm,operation,payload_profile,message_bytes,iteration,warmup_iterations,wall_ns,cpu_ns,max_rss_bytes,valid,result,public_key_bytes,private_key_bytes,signature_bytes,ciphertext_bytes,shared_secret_bytes,notes
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,sign_domain,transaction512,512,0,1,671583,673000,48218112,true,domain_signature_generated,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_miss,transaction512,512,0,1,182500,185000,48218112,true,accepted_cache_miss,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_hit,transaction512,512,0,1,13375,14000,48218112,true,accepted_cache_hit,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,transaction512,512,0,0,184833,188000,48218112,true,rejected,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,sign_domain,block4096,4096,0,1,628542,628000,48218112,true,domain_signature_generated,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_miss,block4096,4096,0,1,212250,216000,48218112,true,accepted_cache_miss,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_hit,block4096,4096,0,1,19708,20000,48218112,true,accepted_cache_hit,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,block4096,4096,0,0,199666,203000,48218112,true,rejected,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,sign_domain,large16384,16384,0,1,412625,413000,48218112,true,domain_signature_generated,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_miss,large16384,16384,0,1,257417,261000,48218112,true,accepted_cache_miss,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_hit,large16384,16384,0,1,37833,38000,48218112,true,accepted_cache_hit,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
